Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Patrimonio S/.,Partícipes N,Años,Categoria,Fund id
Flexible,SF Inst. Renta $ VIII,SCOTIA FONDOS,13/12/2022,$,1124.99,-0.021,0.1926,-0.0398,,,,,,,,,65933649.14,39.0,2,Flexible,132
Flexible,SF INSTI DE RENTA $ X,SCOTIA FONDOS,05/09/2023,$,1133.15,-0.0026,0.1307,,,,,,,,,,27403519.74,29.0,1,Flexible,133
Flexible,SF Insti Renta S/ 1Y II,SCOTIA FONDOS,28/05/2024,S/.,1009.17,0.0049,,,,,,,,,,,72009791.65,12.0,0,Flexible,134
Flexible,SF Institucional de Renta $ XI,SCOTIA FONDOS,09/05/2023,$,1056.79,-0.005,0.0584,,,,,,,,,,28252593.7,37.0,1,Flexible,135
Flexible,SF Institucional Renta $ V,SCOTIA FONDOS,05/04/2022,$,1109.89,-0.0252,0.0841,0.0491,,,,,,,,,129050225.68,93.0,2,Flexible,136
Flexible,SF Institucional Renta $ VI,SCOTIA FONDOS,16/08/2022,$,1140.63,-0.0248,0.1472,0.0168,,,,,,,,,115563554.24,59.0,2,Flexible,137
Flexible,SF Institucional Renta $ VII,SCOTIA FONDOS,07/12/2022,$,1049.38,-0.0132,0.0205,0.0404,,,,,,,,,36491467.89,46.0,2,Flexible,138
Flexible,SF INSTITUCIONAL RENTA SOL 1Y,SCOTIA FONDOS,17/08/2023,S/.,1082.81,0.0426,0.0323,,,,,,,,,,85205213.02,10.0,1,Flexible,139
Flexible,SF Nota Estructurada VIII,SCOTIA FONDOS,05/10/2024,$,103.61,0.0328,,,,,,,,,,,22535466.5,48.0,0,Flexible,140
Flexible,SF RENTA $ 1Y VI,SCOTIA FONDOS,13/07/2023,$,10.6,0.0291,0.0277,,,,,,,,,,111005824.41,226.0,1,Flexible,141
Flexible,SF Renta $ 1Y VII,SCOTIA FONDOS,13/12/2023,$,10.37,0.0294,0.0033,,,,,,,,,,257684238.36,481.0,1,Flexible,142
Flexible,SF Renta $ 1Y VIII,SCOTIA FONDOS,04/03/2024,$,10.16,0.0133,,,,,,,,,,,186694501.72,254.0,0,Flexible,143
Flexible,SF RENTA $ 6M XIX,SCOTIA FONDOS,02/02/2024,$,10.26,0.0223,,,,,,,,,,,274616552.91,549.0,0,Flexible,144
Flexible,SF Renta $ 6M XX,SCOTIA FONDOS,04/03/2024,$,10.17,0.0137,,,,,,,,,,,185898855.48,471.0,0,Flexible,145
Flexible,SF RENTA SOLES 6M V,SCOTIA FONDOS,19/06/2024,S/.,10.06,-0.8997,,,,,,,,,,,300219846.01,802.0,0,Flexible,146
Flexible,SFNotaEstructurada IV-F. Insti,SCOTIA FONDOS,01/04/2022,$,94.73,0.046,0.0312,-0.1222,,,,,,,,,33859137.65,53.0,2,Flexible,147
Fondo de Fondos,,INDEPENDIENTE SAF,06/11/2024,$,0.0,,,,,,,,,,,,8864774.44,31.0,0,Fondo de Fondos,148
Fondo de Fondos,-- SERIE A,INDEPENDIENTE SAF,06/11/2024,$,100.13,0.0013,,,,,,,,,,,,30.0,0,Fondo de Fondos,149
Fondo de Fondos,-- SERIE D,INDEPENDIENTE SAF,06/11/2024,$,100.13,0.0013,,,,,,,,,,,,1.0,0,Fondo de Fondos,150
Fondo de Fondos,CRED CAP. INVESTMENT GRADE,CREDIFONDO SAF,09/04/2018,$,114.66,0.0167,0.0595,-0.1081,-0.0218,0.0879,0.1227,-0.0046,,,,,156749435.46,884.0,6,Fondo de Fondos,151
Fondo de Fondos,CRED CAP VISION I,CREDIFONDO SAF,02/08/2016,$,116.91,0.0154,0.0579,-0.1388,0.0027,0.0607,0.102,-0.0483,0.0649,0.0624,,,103351707.36,697.0,8,Fondo de Fondos,152
Fondo de Fondos,CRED CAP VISION III,CREDIFONDO SAF,02/10/2016,$,152.44,0.0594,0.1175,-0.1779,0.0824,0.1012,0.1816,-0.1068,0.1531,0.0748,,,40423385.44,721.0,8,Fondo de Fondos,153
Fondo de Fondos,CRED. DEUDA GLOBAL,CREDIFONDO SAF,25/03/2013,$,111.23,0.0097,0.0555,-0.1555,-0.0117,0.0619,0.1042,-0.0454,0.0583,0.0865,-0.0206,0.0221,19944546.16,596.0,11,Fondo de Fondos,154
Fondo de Fondos,CRED. EQUILIBRADO VCS,CREDIFONDO SAF,16/06/2008,S/.,112.7,0.0763,0.0662,-0.2027,-0.0573,0.0291,0.0381,-0.0384,0.1407,0.273,-0.1771,-0.0156,10237570.4,840.0,16,Fondo de Fondos,155
Fondo de Fondos,CREDI. ACC. LATAM-PACIFICO,CREDIFONDO SAF,14/08/2012,$,52.5,-0.1695,0.2669,-0.0187,-0.0882,-0.0586,0.1015,-0.1483,0.1436,0.0593,-0.2855,-0.1583,9461290.73,185.0,12,Fondo de Fondos,156
Fondo de Fondos,CREDICORP ACCIONES ASIA,CREDIFONDO SAF,06/05/2017,$,123.37,0.0709,0.0039,-0.1841,-0.0437,0.2473,0.2103,-0.1548,0.1515,,,,28871338.28,470.0,7,Fondo de Fondos,157
Fondo de Fondos,CREDICORP ACCIONES EEUU,CREDIFONDO SAF,26/05/2017,$,228.06,0.1267,0.3441,-0.3016,0.1873,0.2882,0.2928,-0.0293,0.1122,,,,166762599.17,2004.0,7,Fondo de Fondos,158
Fondo de Fondos,CREDICORP ACCIONES EUROPA,CREDIFONDO SAF,26/05/2017,$,172.41,0.0821,0.2146,-0.2655,0.2902,0.1404,0.364,-0.1207,0.0042,,,,55238012.25,898.0,7,Fondo de Fondos,159
Fondo de Fondos,Credicorp Activos Preferentes,CREDIFONDO SAF,06/06/2018,$,117.23,0.0348,0.0709,-0.1028,0.0127,0.0406,0.147,-0.0309,,,,,64817785.58,444.0,6,Fondo de Fondos,160
Fondo de Fondos,CREDICORP DEUDA FLOTANTE,CREDIFONDO SAF,03/02/2017,$,124.91,0.0302,0.1029,-0.0382,0.0616,0.0066,0.0624,-0.0101,0.0144,,,,72568757.05,696.0,7,Fondo de Fondos,161
Fondo de Fondos,CREDICORP DEUDA HIGH YIELD,CREDIFONDO SAF,03/02/2017,$,124.3,0.0188,0.1006,-0.0862,0.0227,0.0363,0.1245,-0.0235,0.0397,,,,120179522.08,642.0,7,Fondo de Fondos,162
Fondo de Fondos,FdeF BBVA Apreciacion Capital,CONTINENTAL FM,24/01/2014,$,136.89,0.075,0.1372,-0.094,0.0973,0.0387,0.0863,-0.0415,0.0894,-0.0017,-0.0638,0.0193,40995515.82,319.0,10,Fondo de Fondos,163
Fondo de Fondos,FdeF BBVA Generacion de Flujo,CONTINENTAL FM,03/01/2010,$,96.34,-0.002,0.0563,-0.143,0.0237,0.0309,-0.0078,-0.086,0.1234,0.2272,-0.2186,-0.069,39803103.56,191.0,14,Fondo de Fondos,164
Fondo de Fondos,FdeF BBVA Preservacion Capital,CONTINENTAL FM,23/02/2010,$,103.77,0.0161,0.0452,-0.0085,-0.0039,0.0108,-0.0011,-0.0519,0.0464,0.0972,-0.1198,-0.0425,25476542.62,100.0,14,Fondo de Fondos,165
Fondo de Fondos,FdeF BTG Renta Internacional,BTG PACTUAL PERU SAF,16/10/2020,$,0.0,,,,,,,,,,,,3760023.89,13.0,4,Fondo de Fondos,166
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE A,BTG PACTUAL PERU SAF,16/10/2020,$,108.69,0.0225,0.0823,-0.1451,0.1004,0.0437,,,,,,,,13.0,4,Fondo de Fondos,167
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE B,BTG PACTUAL PERU SAF,16/10/2020,$,110.52,,,,,0.0447,,,,,,,,2.0,4,Fondo de Fondos,168
Fondo de Fondos,FdeF CC Acciones Innovacion,CREDIFONDO SAF,26/04/2021,$,108.66,0.208,0.3933,-0.3891,0.0591,,,,,,,,50878829.17,459.0,3,Fondo de Fondos,169
Fondo de Fondos,FdeF CRED ACC SECTOR SEGURID,CREDIFONDO SAF,10/02/2018,$,146.19,0.0816,0.1938,-0.3187,0.1894,0.2114,0.2859,-0.11,,,,,36920901.19,499.0,6,Fondo de Fondos,170
Fondo de Fondos,FdeF Cred Renta Estrategica,CREDIFONDO SAF,13/02/2019,$,113.66,0.0169,0.0717,-0.0751,0.0158,0.0535,0.0523,,,,,,402980256.64,908.0,5,Fondo de Fondos,171
Fondo de Fondos,FdeF IF Global Thematics,INTERFONDO,26/03/2021,$,53.91,0.1245,0.2148,-0.2744,0.0897,,,,,,,,15067136.74,313.0,3,Fondo de Fondos,172
Fondo de Fondos,FdF BBVA Renta Fija Mcdo Emerg,CONTINENTAL FM,02/02/2024,$,104.21,0.0308,,,,,,,,,,,43141412.3,182.0,0,Fondo de Fondos,173
Fondo de Fondos,FdF CC Acciones China,CREDIFONDO SAF,03/01/2021,$,49.87,-0.0063,-0.2229,-0.3401,-0.0123,,,,,,,,5619706.85,114.0,3,Fondo de Fondos,174
Fondo de Fondos,FdF CC Duración Objetivo Latam,CREDIFONDO SAF,05/10/2024,$,101.08,0.0075,,,,,,,,,,,41986809.54,159.0,0,Fondo de Fondos,175
Fondo de Fondos,FDF CRED CAP VISION II,CREDIFONDO SAF,02/08/2016,$,139.23,0.0417,0.0956,-0.1666,0.0513,0.0902,0.1531,-0.0816,0.111,0.0821,,,160211985.52,1281.0,8,Fondo de Fondos,176
Fondo de Fondos,FdF Cred. Tendencias Globales,CREDIFONDO SAF,19/10/2020,$,100.24,0.0998,0.2915,-0.3575,0.012,0.0879,,,,,,,39246228.71,293.0,4,Fondo de Fondos,177
Fondo de Fondos,FdF Credicorp Deuda Flexible,CREDIFONDO SAF,16/07/2020,$,98.16,-0.0028,0.0752,-0.1241,-0.0042,0.0505,,,,,,,54743913.91,160.0,4,Fondo de Fondos,178
Fondo de Fondos,FdF Credicorp Impacto Sostenib,CREDIFONDO SAF,12/06/2021,$,85.33,0.046,0.078,-0.2242,0.0215,,,,,,,,9053768.45,146.0,3,Fondo de Fondos,179
Fondo de Fondos,FdF ED ACC GLOB OPT,EL DORADO SAF,29/01/2024,$,0.0,,,,,,,,,,,,1263670.6,10.0,0,Fondo de Fondos,180
Fondo de Fondos,-FdF ED ACC GLOB OPT SERIE A,EL DORADO SAF,29/01/2024,$,109.79,,,,,,,,,,,,,1.0,0,Fondo de Fondos,181
Fondo de Fondos,-FdF ED ACC GLOB OPT SERIE B,EL DORADO SAF,29/01/2024,$,109.66,0.0966,,,,,,,,,,,,9.0,0,Fondo de Fondos,182
Fondo de Fondos,FdF El Dorado Instr Deuda EEUU,EL DORADO SAF,06/07/2022,$,0.0,,,,,,,,,,,,5803672.16,18.0,2,Fondo de Fondos,183
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE A,EL DORADO SAF,06/07/2022,$,118.15,0.0607,0.0911,0.02,,,,,,,,,,9.0,2,Fondo de Fondos,184
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE B,EL DORADO SAF,06/07/2022,$,117.05,0.0591,0.0879,0.0183,,,,,,,,,,8.0,2,Fondo de Fondos,185
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE I,EL DORADO SAF,06/07/2022,$,118.46,0.0613,0.0924,0.0207,,,,,,,,,,1.0,2,Fondo de Fondos,186
Fondo de Fondos,FdF Faro Deuda Global,FARO CAPITAL SAFI,06/11/2020,$,97.19,-0.0067,0.0373,-0.1237,-0.023,,,,,,,,6974287.2,76.0,4,Fondo de Fondos,187
Fondo de Fondos,FdF Faro Global Innovation,FARO CAPITAL SAFI,27/01/2020,$,125.53,0.0643,0.2205,-0.3088,-0.0271,0.4411,,,,,,,6031392.52,104.0,4,Fondo de Fondos,188
Fondo de Fondos,FdF Faro Renta Variable Global,FARO CAPITAL SAFI,06/11/2020,$,147.0,0.0874,0.1617,-0.2128,0.1121,,,,,,,,18164541.04,131.0,4,Fondo de Fondos,189
Fondo de Fondos,FdF IF Enfoque Global,INTERFONDO,18/12/2019,$,49.09,0.0097,0.0385,-0.0901,-0.0069,0.0377,-0.0011,,,,,,15895319.81,221.0,5,Fondo de Fondos,190
Fondo de Fondos,FdF IF Inversión EEUU FMIV,INTERFONDO,12/01/2022,$,64.59,0.1158,0.2165,-0.052,,,,,,,,,8766214.55,354.0,2,Fondo de Fondos,191
Fondo de Fondos,FdF IF RealState Student Accom,INTERFONDO,27/09/2021,$,55.26,0.0205,0.0246,0.0504,0.0053,,,,,,,,332265013.88,898.0,3,Fondo de Fondos,192
Fondo de Fondos,FdF IF XIX Rend Global 360,INTERFONDO,25/08/2023,$,52.36,0.0244,0.0181,,,,,,,,,,66062411.3,353.0,1,Fondo de Fondos,193
Fondo de Fondos,FdF IF XVIII Rend Global 360,INTERFONDO,27/07/2023,$,52.53,0.0249,0.0223,,,,,,,,,,92579006.6,416.0,1,Fondo de Fondos,194
Fondo de Fondos,FdF IF XX Rend Global 360,INTERFONDO,22/09/2023,$,52.14,0.025,0.0137,,,,,,,,,,60555635.26,370.0,1,Fondo de Fondos,195
Fondo de Fondos,FdF IF XXI Rend Global 360,INTERFONDO,26/10/2023,$,51.93,0.0251,0.0088,,,,,,,,,,58847187.33,399.0,1,Fondo de Fondos,196
Fondo de Fondos,FdF IF XXIII Rend Global 360,INTERFONDO,02/08/2024,$,51.11,0.0201,,,,,,,,,,,39838118.2,222.0,0,Fondo de Fondos,197
Fondo de Fondos,FdF IF XXIV Rend Global 360,INTERFONDO,25/04/2024,$,50.56,0.0087,,,,,,,,,,,103229900.91,415.0,0,Fondo de Fondos,198
Fondo de Fondos,FdF IF XXV Rend Global 360,INTERFONDO,15/03/2024,$,50.77,0.0135,,,,,,,,,,,34591895.73,251.0,0,Fondo de Fondos,199
Fondo de Fondos,FdF IF XXVI Rend Global 360,INTERFONDO,04/01/2024,$,50.7,0.0117,,,,,,,,,,,64764253.84,334.0,0,Fondo de Fondos,200
Fondo de Fondos,FdF IF XXVIII Rend Global 360,INTERFONDO,06/04/2024,$,50.3,0.0032,,,,,,,,,,,81750613.33,400.0,0,Fondo de Fondos,201
Fondo de Fondos,FdF Part y Crec Int,BLANCO SAFI S.A.C.,19/04/2023,$,0.0,,,,,,,,,,,,4341869.07,31.0,1,Fondo de Fondos,202
Fondo de Fondos,-FdF Part y Crec Int SERIE A,BLANCO SAFI S.A.C.,19/04/2023,$,1.02,0.0011,,,,,,,,,,,,20.0,1,Fondo de Fondos,203
Fondo de Fondos,-FdF Part y Crec Int SERIE B,BLANCO SAFI S.A.C.,19/04/2023,$,1.02,0.0003,,,,,,,,,,,,11.0,1,Fondo de Fondos,204
Fondo de Fondos,FdF Sura Corto Plazo Global,FONDOS SURA SAF,15/11/2022,$,108.27,0.0246,0.047,0.0046,,,,,,,,,84753632.87,376.0,2,Fondo de Fondos,205
Fondo de Fondos,FdF SURA RENTA DOLARES,FONDOS SURA SAF,14/06/2005,$,177.05,0.0065,0.0422,-0.0108,-0.0134,0.0768,0.0777,0.0131,0.0285,0.0318,0.0065,0.0234,53654113.61,524.0,19,Fondo de Fondos,206
Fondo de Fondos,FF BBVA ACC GLOB MILLENIALS,CONTINENTAL FM,16/01/2023,$,125.87,0.1628,0.0813,,,,,,,,,,2759560.62,40.0,1,Fondo de Fondos,207
Fondo de Fondos,FF BBVA ACC TENDENC GLOB,CONTINENTAL FM,15/04/2010,$,118.28,0.0558,0.1328,-0.2334,0.0676,0.0923,0.2226,-0.1158,0.231,0.51,-0.3969,-0.1235,41699460.91,353.0,14,Fondo de Fondos,208
Fondo de Fondos,FF BBVA ACCIONES GLOB RE,CONTINENTAL FM,08/10/2022,$,87.84,-0.0415,0.0653,-0.1405,,,,,,,,,9541240.11,81.0,2,Fondo de Fondos,209
Fondo de Fondos,FF BBVA DIST EST GLOBAL,CONTINENTAL FM,05/09/2018,$,112.65,0.0158,0.0715,-0.0873,0.0072,0.0703,0.0489,-0.002,,,,,319069944.57,742.0,6,Fondo de Fondos,210
Fondo de Fondos,FF BBVA DIST HIGH YIELD EEUU,CONTINENTAL FM,07/07/2021,$,101.51,0.0166,0.1227,-0.117,0.0074,,,,,,,,45801961.58,194.0,3,Fondo de Fondos,211
Fondo de Fondos,FF BBVA ESTRATE CONSERV $,CONTINENTAL FM,06/06/2002,$,168.33,0.0183,0.0514,-0.0589,0.0144,0.0248,0.0584,0.0017,0.0302,0.0124,-0.0062,0.0149,19350291.63,110.0,22,Fondo de Fondos,212
Fondo de Fondos,FF BBVA ESTRATE CONSERV S/,CONTINENTAL FM,21/04/1998,S/.,250.91,0.0156,0.0664,-0.0429,0.0097,0.0013,0.0412,-0.0296,0.0757,0.1385,-0.0814,-0.0032,13878029.96,599.0,26,Fondo de Fondos,213
Fondo de Fondos,FF BBVA ESTRATE DINAMICO $,CONTINENTAL FM,10/06/2011,$,62.17,0.0324,0.0888,-0.1119,0.0125,-0.0637,0.0924,-0.1494,0.124,0.0232,-0.1957,-0.1755,2815873.79,119.0,13,Fondo de Fondos,214
Fondo de Fondos,FF BBVA ESTRATE DINAMICO S/,CONTINENTAL FM,16/03/2007,S/.,114.86,0.0319,0.1077,-0.0968,0.1156,-0.0483,0.0043,-0.1375,0.2119,0.4919,-0.3143,-0.0775,17623299.12,1478.0,17,Fondo de Fondos,215
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA $,CONTINENTAL FM,18/03/2021,$,102.59,0.0235,0.0734,-0.0836,0.0193,,,,,,,,2466454.4,76.0,3,Fondo de Fondos,216
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA S/,CONTINENTAL FM,19/03/2007,S/.,136.41,0.0221,0.0875,-0.0717,0.045,-0.0087,0.0424,-0.0692,0.1177,0.2597,-0.1628,-0.0215,13276790.67,2010.0,17,Fondo de Fondos,217
Fondo de Fondos,FF CC LATAM INNOVACION,CREDIFONDO SAF,07/03/2023,$,89.49,-0.1737,0.0735,,,,,,,,,,2938832.51,405.0,1,Fondo de Fondos,218
Fondo de Fondos,FF CC RENTA GLOBAL INV GRADE,CREDIFONDO SAF,11/10/2022,$,109.02,0.0085,0.0635,0.0124,,,,,,,,,64372503.74,358.0,2,Fondo de Fondos,219
Fondo de Fondos,FF Creci Inmobiliario EEUU,EL DORADO SAF,01/04/2021,$,0.0,,,,,,,,,,,,96821559.42,240.0,3,Fondo de Fondos,220
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE A,EL DORADO SAF,01/04/2021,$,109.63,0.006,0.023,0.0214,0.0427,,,,,,,,,186.0,3,Fondo de Fondos,221
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE B,EL DORADO SAF,01/04/2021,$,109.64,0.006,0.023,0.0214,0.0427,,,,,,,,,54.0,3,Fondo de Fondos,222
Fondo de Fondos,FONDO D FONDOS DEUDA LATAM,CREDIFONDO SAF,08/07/2012,$,132.15,0.0456,0.0594,-0.0928,-0.0013,0.0227,0.1331,-0.0434,0.0983,0.1288,-0.0638,0.0277,99147351.12,571.0,12,Fondo de Fondos,223
Fondo de Fondos,Fondo de F. Cred. Cons. Global,CREDIFONDO SAF,14/12/2017,$,159.11,0.0243,0.144,-0.1717,0.1929,0.1119,0.2572,-0.0309,0.0072,,,,140270837.39,1052.0,7,Fondo de Fondos,224
Fondo de Fondos,Independiente Agresivo $,INDEPENDIENTE SAF,12/07/2021,$,112.71,0.1027,0.1511,-0.128,0.0183,,,,,,,,23037223.29,1866.0,3,Fondo de Fondos,225
Fondo de Fondos,PHI DEUDA INTERNACIONAL,PRUDENTIALSAF SAF,22/05/2023,$,0.0,,,,,,,,,,,,1190470.79,21.0,1,Fondo de Fondos,226
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE A,PRUDENTIALSAF SAF,22/05/2023,$,9.92,-0.0206,0.0132,,,,,,,,,,,14.0,1,Fondo de Fondos,227
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE B,PRUDENTIALSAF SAF,22/05/2023,$,10.03,-0.0161,0.0189,,,,,,,,,,,7.0,1,Fondo de Fondos,228
Fondo de Fondos,PHI RV ESTRATEGIA GLOBAL,PRUDENTIALSAF SAF,26/06/2023,$,0.0,,,,,,,,,,,,6454419.18,81.0,1,Fondo de Fondos,229
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE A,PRUDENTIALSAF SAF,26/06/2023,$,11.96,0.1057,0.0797,,,,,,,,,,,75.0,1,Fondo de Fondos,230
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE B,PRUDENTIALSAF SAF,26/06/2023,$,12.13,0.1131,0.0877,,,,,,,,,,,6.0,1,Fondo de Fondos,231
Fondo de Fondos,Scotia FdF CP Internacional,SCOTIA FONDOS,24/09/2021,$,10.7,0.0212,0.0321,-0.022,-0.0041,,,,,,,,2896979.42,34.0,3,Fondo de Fondos,232
Fondo de Fondos,SCOTIA FF INSTITU RF GLOBAL,SCOTIA FONDOS,26/07/2023,$,1075.01,0.018,0.0473,,,,,,,,,,103574492.26,31.0,1,Fondo de Fondos,233
Fondo de Fondos,Scotia Fondo de F. Acc. Europa,SCOTIA FONDOS,20/03/2018,$,11.83,0.0921,0.2338,-0.2674,0.0829,0.0873,0.2057,-0.1684,,,,,32887421.51,207.0,6,Fondo de Fondos,234
Fondo de Fondos,SCOTIA FONDO DE F. ACC. US,SCOTIA FONDOS,19/06/2014,$,24.76,0.1791,0.3052,-0.2852,0.2695,0.1265,0.1987,-0.0475,0.2565,0.0328,0.0277,0.0228,118501749.41,608.0,10,Fondo de Fondos,235
Fondo de Fondos,SCOTIA FONDO DE F. DEUDA HY,SCOTIA FONDOS,28/03/2018,$,10.92,0.015,0.0999,-0.1286,0.0172,0.0091,0.096,-0.0173,,,,,45431210.52,176.0,6,Fondo de Fondos,236
Fondo de Fondos,Scotia Fondo de F. Deuda IG,SCOTIA FONDOS,05/04/2018,$,10.09,0.0143,0.0572,-0.1308,-0.037,0.0298,0.075,0.0005,,,,,55822107.35,188.0,6,Fondo de Fondos,237
Fondo de Fondos,SFdF Acciones Emergentes,SCOTIA FONDOS,19/08/2014,$,4.33,0.0571,0.0629,-0.3307,-0.0097,-0.1362,0.0579,-0.1933,0.2462,0.2347,-0.3708,-0.1775,22246761.41,226.0,10,Fondo de Fondos,238
Fondo de Fondos,SFdF DISTRIBUTIVO HY,SCOTIA FONDOS,03/11/2020,$,979.48,-0.0088,0.0431,-0.1227,-0.025,0.1089,,,,,,,5783674.62,23.0,4,Fondo de Fondos,239
Fondo de Fondos,SFdF Distributivo HY II,SCOTIA FONDOS,12/09/2020,$,795.14,-0.0077,0.0343,-0.187,-0.0538,0.0104,,,,,,,84765869.1,208.0,4,Fondo de Fondos,240
Fondo de Fondos,SFdF DISTRIBUTIVO IG,SCOTIA FONDOS,03/11/2020,$,936.68,-0.0046,0.0315,-0.1167,-0.0233,0.0585,,,,,,,226009983.16,343.0,4,Fondo de Fondos,241
Fondo de Fondos,SFdF Igualdad de Genero,SCOTIA FONDOS,17/09/2021,$,10.36,0.114,0.143,-0.2236,0.0489,,,,,,,,7567654.36,76.0,3,Fondo de Fondos,242
Fondo de Fondos,SURA ACC. NORTEAMERICANAS,FONDOS SURA SAF,21/02/2014,$,26.34,0.1407,0.2341,-0.1909,0.1929,0.1781,0.2678,-0.0723,0.1765,0.0867,-0.0039,0.0867,89678188.01,749.0,10,Fondo de Fondos,243
Fondo de Fondos,SURA ACCIONES GLOBALES,FONDOS SURA SAF,24/07/2018,$,14.79,0.0953,0.1976,-0.2098,0.1377,0.129,0.2325,-0.107,,,,,42033760.3,463.0,6,Fondo de Fondos,244
Fondo de Fondos,SURA BONOS GLOBALES,FONDOS SURA SAF,26/09/2017,$,0.0,,,,,,,,,,,,61372476.05,325.0,7,Fondo de Fondos,245
Fondo de Fondos,-SURA BONOS GLOBALES SERIE A,FONDOS SURA SAF,26/09/2017,$,103.9,0.0109,0.0583,-0.0782,-0.0117,0.037,0.0816,-0.0617,,,,,,249.0,7,Fondo de Fondos,246
Fondo de Fondos,-SURA BONOS GLOBALES SERIE B,FONDOS SURA SAF,26/09/2017,$,84.86,-0.0059,0.0189,-0.1094,-0.0433,0.002,0.0713,-0.0733,,,,,,81.0,7,Fondo de Fondos,247
Fondo de Fondos,SURA CAPITAL ESTRATEGICO I,FONDOS SURA SAF,10/02/2013,S/.,0.0,,,,,,,,,,,,12949051.87,324.0,11,Fondo de Fondos,248
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE A,FONDOS SURA SAF,10/02/2013,S/.,140.35,0.0474,0.0406,-0.1345,0.0105,0.1127,0.0632,0.014,0.0707,0.0074,0.0823,0.0321,,204.0,11,Fondo de Fondos,249
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE B,FONDOS SURA SAF,10/02/2013,S/.,144.03,0.0487,0.0431,-0.1325,0.0129,0.1153,0.0657,0.0164,0.0733,0.0098,0.0849,0.0346,,122.0,11,Fondo de Fondos,250
Fondo de Fondos,SURA CAPITAL ESTRATEGICO II,FONDOS SURA SAF,10/02/2013,S/.,0.0,,,,,,,,,,,,20720545.77,476.0,11,Fondo de Fondos,251
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE A,FONDOS SURA SAF,10/02/2013,S/.,142.54,0.0675,0.0558,-0.1228,0.0156,0.1253,0.0798,-0.025,0.1022,-0.001,0.0572,0.0069,,262.0,11,Fondo de Fondos,252
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE B,FONDOS SURA SAF,10/02/2013,S/.,145.87,0.0688,0.0583,-0.1207,0.018,0.1279,0.0824,-0.0227,0.1048,-0.0014,0.0597,0.0092,,220.0,11,Fondo de Fondos,253
Fondo de Fondos,SURA DEUDA PRIV. GLOBAL,FONDOS SURA SAF,30/06/2022,$,10074.99,0.0052,0.0,0.0023,,,,,,,,,107998646.77,292.0,2,Fondo de Fondos,254
Fondo de Fondos,Sura Real Estate Global Income,FONDOS SURA SAF,07/05/2018,$,11498.41,-0.0452,-0.1216,0.0551,0.1873,0.0479,0.0366,0.005,,,,,977081116.82,2297.0,6,Fondo de Fondos,255
Fondo de Fondos,SURA SELECCION GLOBAL I,FONDOS SURA SAF,09/08/2016,$,0.0,,,,,,,,,,,,40056741.07,280.0,8,Fondo de Fondos,256
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE A,FONDOS SURA SAF,09/08/2016,$,126.25,0.0433,0.1079,-0.1232,0.0056,0.0769,0.1241,-0.0563,0.0879,-0.0071,,,,277.0,8,Fondo de Fondos,257
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE B,FONDOS SURA SAF,09/08/2016,$,128.61,0.0446,0.1105,-0.1211,0.008,0.0795,0.1267,-0.0541,0.0908,-0.0064,,,,3.0,8,Fondo de Fondos,258
Flexible Dólares,BDC DEUDA DIVERSIFICADA FMIV,BD CAPITAL SAF,16/03/2021,$,92.02,0.0559,-0.0185,-0.1471,0.0437,,,,,,,,22072655.77,10.0,3,Flexible,259
Flexible Dólares,SCOTIA DEPÓSITO DISPONIBLE $,SCOTIA FONDOS,17/08/2011,$,11.55,0.0218,0.0057,0.0091,0.0059,0.0139,0.023,0.0176,0.0105,0.0067,0.0056,0.0017,193362217.72,3341.0,13,Flexible,260
Flexible Dólares,SF INSTITUCIONAL DE RENTA $ II,SCOTIA FONDOS,25/09/2019,$,1033.02,0.0323,0.021,-0.0974,-0.0002,0.0623,0.0213,,,,,,32874524.13,16.0,5,Flexible,261
